date,temperature,co2
2020-01-31,19.96714153011233,400.27180914478424
2020-02-29,18.617356988288154,399.4902890671029
2020-03-31,30.13713941885131,399.75233105180024
2020-04-30,40.23029856408026,399.6597899115921
2020-05-31,21.31872029061103,399.4213289114391
2020-06-30,17.658630430508193,399.82716705585955
2020-07-31,30.792128155073915,400.4426668171075
2020-08-31,17.674347291529088,401.00830687666564
2020-09-30,1.6450021028060942,400.6886981150543
2020-10-31,10.425600435859646,400.6340919271287
2020-11-30,1.705569034030992,400.8997236428305
2020-12-31,5.342702464297427,401.48749620639165
2021-01-31,17.41962271566034,401.347909087469
2021-02-28,0.8671975534220202,401.3550795991371
2021-03-31,6.411075712714057,400.9019121121341
2021-04-30,19.377124707590273,400.40380880009377
2021-05-31,13.531942834500153,400.91007171129087
2021-06-30,23.142473325952736,401.6881917255763
2021-07-31,5.919759244787894,401.7521866647861
2021-08-31,-4.123037013352907,402.35395311373213
2021-09-30,20.99623365137115,402.63477112625594
2021-10-31,2.7422369951346433,402.4122112489534
2021-11-30,7.0150280090348485,402.6929090517076
2021-12-31,-4.247481862134581,403.56192733494055
2022-01-31,9.556172754748168,403.6440143153856
2022-02-28,21.109225897098668,404.5263361432926
2022-03-31,12.15031826362136,403.3164635912477
2022-04-30,28.75698018345672,403.82741484343535
2022-05-31,17.653867138656345,403.97093837755443
2022-06-30,17.083062502067232,403.9214347023215
2022-07-31,8.982933877706055,404.06731509058926
2022-08-31,28.522781845089387,403.1735306332888
2022-09-30,6.204773714776284,403.16369468937006
2022-10-31,-5.577109289559004,403.4422509751259
2022-11-30,14.565195083187506,404.2811979974967
2022-12-31,-2.2084364997102233,404.12206288835984
2023-01-31,17.088635950047546,403.81781608691324
2023-02-28,0.4032987612022314,403.666937565121
2023-03-31,10.378393548860071,404.224638623972
2023-04-30,26.968612358691235,404.4890141788019
2023-05-31,31.044919837798492,404.3241340769183
2023-06-30,21.713682811899737,404.680767793475
2023-07-31,13.843517176117604,404.82930656814904
2023-08-31,6.988963044107125,405.4136290634155
2023-09-30,-8.445473941518651,405.1626025164768
2023-10-31,-2.1984420839470866,405.09877144317795
2023-11-30,1.7333582525577214,405.0027173666118
2023-12-31,20.571222262189153,404.3709598925458
